USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
TX	4823080	02408057	El Indio CDP	57	S	4534823	28010	1.751	0.011	28.508925	-100.307239                                                                                                                   
TX	4823140	02412476	Elkhart town	43	A	3988916	4083	1.54	0.002	31.631393	-95.580417                                                                                                                      
TX	4823164	02410411	El Lago city	25	A	1667712	167705	0.644	0.065	29.571455	-95.045248                                                                                                                   
TX	4823176	02829833	Ellinger city	25	A	1176553	0	0.454	0.	29.837473	-96.705022                                                                                                                          
TX	4823254	02408077	Elm Creek CDP	57	S	7323563	123901	2.828	0.048	28.777369	-100.493356                                                                                                                 
TX	4823272	02410432	Elmendorf city	25	A	15908209	67826	6.142	0.026	29.253331	-98.323027                                                                                                                 
TX	4823278	02584631	El Mesquite CDP	57	S	19374	0	0.007	0.	26.384685	-98.771579                                                                                                                          
TX	4823356	02586926	Elmo CDP	57	S	10354296	700143	3.998	0.27	32.739676	-96.152689                                                                                                                       
TX	4823398	02584625	E. Lopez CDP	57	S	53542	0	0.021	0.	26.308661	-98.637851                                                                                                                             
TX	4824000	02410414	El Paso city	25	A	670348701	1382695	258.823	0.534	31.84778	-106.431106                                                                                                              
TX	4824013	02584632	El Quiote CDP	57	S	131500	0	0.051	0.	26.38449	-98.908378                                                                                                                            
TX	4824015	02584633	El Rancho Vela CDP	57	S	334593	0	0.129	0.	26.403815	-98.769016                                                                                                                      
TX	4824018	02408060	El Refugio CDP	57	S	1616347	0	0.624	0.	26.340638	-98.758944                                                                                                                         
TX	4824036	02410434	Elsa city	25	A	5406483	0	2.087	0.	26.297814	-97.993562                                                                                                                              
TX	4824055	02584634	El Socio CDP	57	S	29075	0	0.011	0.	26.340454	-98.637097                                                                                                                             
TX	4824158	02586927	Emerald Bay CDP	57	S	1993507	1984466	0.77	0.766	32.161272	-95.438638                                                                                                                
TX	4824168	02412484	Emhouse town	43	A	690989	3098	0.267	0.001	32.161303	-96.577011                                                                                                                      
TX	4824216	02410438	Emory city	25	A	5079325	37314	1.961	0.014	32.876983	-95.766251                                                                                                                      
TX	4824223	02034728	Encantada-Ranchito-El Calaboz CDP	57	S	6813558	56872	2.631	0.022	26.034679	-97.636372                                                                                               
TX	4824228	02412487	Enchanted Oaks town	43	A	1023760	0	0.395	0.	32.2666	-96.108989                                                                                                                      
TX	4824240	02410439	Encinal city	25	A	1119238	624	0.432	0.	28.040475	-99.354489                                                                                                                         
TX	4824252	02408083	Encino CDP	57	S	17385102	0	6.712	0.	26.936337	-98.11527                                                                                                                             
TX	4824348	02410443	Ennis city	25	A	84226318	1423764	32.52	0.55	32.325067	-96.633799                                                                                                                    
TX	4824552	02410454	Escobares city	25	A	6924054	127861	2.673	0.049	26.412634	-98.960029                                                                                                                 
TX	4824636	02412602	Estelline town	43	A	1898617	0	0.733	0.	34.546994	-100.439938                                                                                                                        
TX	4824738	02584636	Eugenio Saenz CDP	57	S	75179	0	0.029	0.	26.358253	-98.633123                                                                                                                        
TX	4824768	02410461	Euless city	25	A	41713739	201617	16.106	0.078	32.849366	-97.078592                                                                                                                  
TX	4824816	02410464	Eureka city	25	A	6189383	179748	2.39	0.069	32.006774	-96.270567                                                                                                                     
TX	4824828	02410466	Eustace city	25	A	7579008	0	2.926	0.	32.307542	-96.013801                                                                                                                           
TX	4824840	02408094	Evadale CDP	57	S	43521064	2246620	16.804	0.867	30.326641	-94.052041                                                                                                                 
TX	4824864	02412607	Evant town	43	A	1578485	0	0.609	0.	31.476158	-98.15016                                                                                                                              
TX	4824894	02584637	Evergreen CDP	57	S	27579	0	0.011	0.	26.424857	-99.024168                                                                                                                            
TX	4824912	02410470	Everman city	25	A	4560676	12053	1.761	0.005	32.628827	-97.284246                                                                                                                    
TX	4825032	02408099	Fabens CDP	57	S	11202112	58739	4.325	0.023	31.513974	-106.145258                                                                                                                    
TX	4825038	02586928	Fabrica CDP	57	S	808578	810	0.312	0.	28.741973	-100.492598                                                                                                                          
TX	4825068	02413550	Fairchilds village	47	A	5549859	15961	2.143	0.006	29.43655	-95.776986                                                                                                               
TX	4825104	02410476	Fairfield city	25	A	14137457	10543	5.459	0.004	31.71744	-96.170483                                                                                                                  
TX	4825168	02410473	Fair Oaks Ranch city	25	A	31756445	64435	12.261	0.025	29.746078	-98.638114                                                                                                          
TX	4825224	02412617	Fairview town	43	A	22997616	40854	8.879	0.016	33.140513	-96.613031                                                                                                                  
TX	4825338	02584638	Falconaire CDP	57	S	506340	0	0.195	0.	26.551121	-99.116881                                                                                                                          
TX	4825344	02408107	Falcon Heights CDP	57	S	169682	0	0.066	0.	26.560372	-99.122493                                                                                                                      
TX	4825348	02408108	Falcon Lake Estates CDP	57	S	1737575	2237301	0.671	0.864	26.87195	-99.257431                                                                                                        
TX	4825352	02408109	Falcon Mesa CDP	57	S	3934623	5032539	1.519	1.943	26.870557	-99.29173                                                                                                                
TX	4825356	02408110	Falcon Village CDP	57	S	2156270	0	0.833	0.	26.56511	-99.134151                                                                                                                      
TX	4825368	02410480	Falfurrias city	25	A	7410517	0	2.861	0.	27.22441	-98.145191                                                                                                                         
TX	4825392	02410483	Falls City city	25	A	2310706	47044	0.892	0.018	28.981666	-98.021565                                                                                                                 
TX	4825397	02586929	Falman CDP	57	S	204715	0	0.079	0.	27.927997	-97.1713                                                                                                                                
TX	4825404	02586930	Fannett CDP	57	S	25393685	204078	9.805	0.079	29.926273	-94.243345                                                                                                                   
TX	4825452	02410484	Farmers Branch city	25	A	30771559	410716	11.881	0.159	32.927789	-96.878539                                                                                                          
TX	4825488	02410486	Farmersville city	25	A	10633091	432257	4.105	0.167	33.160912	-96.360657                                                                                                             
TX	4825512	02805824	Farnsworth CDP	57	S	3474940	0	1.342	0.	36.311078	-100.968272                                                                                                                        
TX	4825548	02410490	Farwell city	25	A	2116684	0	0.817	0.	34.385631	-103.03734                                                                                                                           
TX	4825572	02410491	Fate city	25	A	31522485	467154	12.171	0.18	32.949274	-96.383211                                                                                                                     
TX	4825644	02410492	Fayetteville city	25	A	1299164	0	0.502	0.	29.906326	-96.675873                                                                                                                      
TX	4825744	02584639	Fernando Salinas CDP	57	S	48943	0	0.019	0.	26.397879	-98.831072                                                                                                                     
TX	4825752	02410500	Ferris city	25	A	12038648	369682	4.648	0.143	32.536723	-96.675537                                                                                                                   
TX	4825795	02408210	Fifth Street CDP	57	S	1875049	22992	0.724	0.009	29.598002	-95.551317                                                                                                                
TX	4826004	02805768	Flat CDP	57	S	2538576	0	0.98	0.	31.309323	-97.624087                                                                                                                                
TX	4826028	02412629	Flatonia town	43	A	4284157	42682	1.654	0.016	29.68971	-97.105205                                                                                                                    
TX	4826130	02584640	Flor del Rio CDP	57	S	39714	0	0.015	0.	26.401302	-98.901498                                                                                                                         
TX	4826136	02410512	Florence city	25	A	2365450	1816	0.913	0.001	30.841285	-97.791846                                                                                                                    
TX	4826160	02410513	Floresville city	25	A	19918852	74479	7.691	0.029	29.146743	-98.165173                                                                                                               
TX	4826220	02408220	Flowella CDP	57	S	2585551	0	0.998	0.	27.219963	-98.064536                                                                                                                           
TX	4826232	02412634	Flower Mound town	43	A	108626874	6523688	41.941	2.519	33.037891	-97.113381                                                                                                          
TX	4826268	02410514	Floydada city	25	A	5264667	0	2.033	0.	33.983514	-101.336802                                                                                                                         
TX	4826280	02805841	Fluvanna CDP	57	S	3739191	0	1.444	0.	32.88322	-101.141469                                                                                                                           
TX	4826328	02410515	Follett city	25	A	2515379	0	0.971	0.	36.433973	-100.140767                                                                                                                          
TX	4826516	02805827	Forest Heights CDP	57	S	7298508	129718	2.818	0.05	30.235042	-93.761047                                                                                                              
TX	4826544	02410519	Forest Hill city	25	A	10803912	0	4.171	0.	32.661936	-97.266235                                                                                                                      
TX	4826604	02410521	Forney city	25	A	41136252	44195	15.883	0.017	32.742601	-96.452883                                                                                                                   
TX	4826640	02410522	Forsan city	25	A	754072	0	0.291	0.	32.110338	-101.366796                                                                                                                            
TX	4826664	02408232	Fort Bliss CDP	57	S	46356351	0	17.898	0.	31.839666	-106.374652                                                                                                                      
TX	4826680	02586932	Fort Clark Springs CDP	57	S	7697642	28047	2.972	0.011	29.293821	-100.425481                                                                                                         
TX	4826688	02408235	Fort Davis CDP	57	S	27962088	0	10.796	0.	30.578857	-103.894655                                                                                                                      
TX	4826724	02408240	Fort Hancock CDP	57	S	49068667	650760	18.946	0.251	31.289272	-105.845064                                                                                                            
TX	4826736	02408241	Fort Hood CDP	57	S	50149593	250832	19.363	0.097	31.136873	-97.784923                                                                                                                
TX	4826808	02410530	Fort Stockton city	25	A	14371242	0	5.549	0.	30.892574	-102.88421                                                                                                                    
TX	4827000	02410531	Fort Worth city	25	A	911482941	21203731	351.926	8.187	32.781954	-97.348573                                                                                                          
TX	4827102	02408249	Four Corners CDP	57	S	6250343	6197	2.413	0.002	29.670331	-95.660042                                                                                                                 
TX	4827124	02584641	Four Points CDP	57	S	1339167	0	0.517	0.	27.796407	-99.454823                                                                                                                        
TX	4827144	02408251	Fowlerton CDP	57	S	5623134	12589	2.171	0.005	28.452766	-98.809567                                                                                                                   
TX	4827288	02410540	Franklin city	25	A	3029938	0	1.17	0.	31.025014	-96.487494                                                                                                                           
TX	4827300	02412653	Frankston town	43	A	6424544	11813	2.481	0.005	32.057293	-95.504501                                                                                                                  
TX	4827348	02410542	Fredericksburg city	25	A	24749585	137659	9.556	0.053	30.26568	-98.875676                                                                                                            
TX	4827420	02410543	Freeport city	25	A	39881010	5963065	15.398	2.302	28.943296	-95.35607                                                                                                                
TX	4827432	02410544	Freer city	25	A	10679285	31688	4.123	0.012	27.882178	-98.617385                                                                                                                     
TX	4827540	02408264	Fresno CDP	57	S	22090617	163652	8.529	0.063	29.537522	-95.468665                                                                                                                    
TX	4827648	02410547	Friendswood city	25	A	53386158	357767	20.613	0.138	29.507701	-95.200635                                                                                                             
TX	4827660	02410548	Friona city	25	A	3641711	0	1.406	0.	34.639434	-102.723118                                                                                                                           
TX	4827684	02410549	Frisco city	25	A	177640615	1407582	68.587	0.543	33.155427	-96.822596                                                                                                                
TX	4827696	02410550	Fritch city	25	A	4201680	0	1.622	0.	35.643066	-101.596432                                                                                                                           
TX	4827744	02408266	Fronton CDP	57	S	1082261	0	0.418	0.	26.425525	-99.07607                                                                                                                             
TX	4827748	02584642	Fronton Ranchettes CDP	57	S	187473	0	0.072	0.	26.425267	-99.026933                                                                                                                  
TX	4827768	02410551	Frost city	25	A	2929860	8544	1.131	0.003	32.079251	-96.808597                                                                                                                       
TX	4827804	02410555	Fruitvale city	25	A	4905417	33849	1.894	0.013	32.6842	-95.803734                                                                                                                    
TX	4827876	02410557	Fulshear city	25	A	33473861	223515	12.924	0.086	29.692426	-95.886647                                                                                                                
TX	4827888	02412664	Fulton town	43	A	3641108	2723298	1.406	1.051	28.072445	-97.038927                                                                                                                   
TX	4827972	02584643	Gail CDP	57	S	5210250	20118	2.012	0.008	32.767314	-101.455827                                                                                                                       
TX	4827984	02410559	Gainesville city	25	A	49995395	72956	19.303	0.028	33.638647	-97.148413                                                                                                              
TX	4827996	02410560	Galena Park city	25	A	12441880	297808	4.804	0.115	29.745165	-95.234576                                                                                                              
TX	4828008	02410561	Gallatin city	25	A	11924083	0	4.604	0.	31.896854	-95.152062                                                                                                                         
TX	4828068	02410564	Galveston city	25	A	106283777	441001140	41.036	170.271	29.186328	-94.965758                                                                                                         
TX	4828080	02410565	Ganado city	25	A	3016833	9522	1.165	0.004	29.041704	-96.511029                                                                                                                      
TX	4828128	02408274	Garceno CDP	57	S	591964	0	0.229	0.	26.412263	-98.940511                                                                                                                             
TX	4828152	02584644	Garciasville CDP	57	S	122166	0	0.047	0.	26.319777	-98.699621                                                                                                                        
TX	4828176	02586933	Garden City CDP	57	S	4580788	1358	1.769	0.001	31.872766	-101.488384                                                                                                                 
TX	4828200	02408278	Gardendale CDP	57	S	29704854	46845	11.469	0.018	32.013458	-102.359617                                                                                                               
TX	4828248	02410569	Garden Ridge city	25	A	18493481	561997	7.14	0.217	29.636465	-98.292472                                                                                                              
TX	4828320	02408282	Garfield CDP	57	S	31033310	493497	11.982	0.191	30.203319	-97.561411                                                                                                                 
TX	4829000	02410572	Garland city	25	A	147259437	297740	56.857	0.115	32.909826	-96.630334                                                                                                                
TX	4829012	02805833	Garner CDP	57	S	8985336	0	3.469	0.	32.827019	-97.984788                                                                                                                             
TX	4829036	02412670	Garrett town	43	A	4613622	47041	1.781	0.018	32.374072	-96.65252                                                                                                                     
TX	4829060	02410574	Garrison city	25	A	3040337	25	1.174	0.	31.826034	-94.493774                                                                                                                         
TX	4829096	02805761	Garwood CDP	57	S	14060830	102548	5.429	0.04	29.441463	-96.413409                                                                                                                    
TX	4829108	02412672	Gary City town	43	A	4916655	0	1.898	0.	32.027728	-94.3679                                                                                                                           
TX	4829114	02584645	Garza-Salinas II CDP	57	S	205372	0	0.079	0.	26.351774	-98.759539                                                                                                                    
TX	4829168	02410577	Gatesville city	25	A	27597595	37967	10.655	0.015	31.438667	-97.746027                                                                                                               
TX	4829216	02805817	Gause CDP	57	S	2647466	0	1.022	0.	30.787364	-96.722319                                                                                                                              
TX	4829336	02410584	Georgetown city	25	A	150599414	5968409	58.147	2.304	30.668136	-97.698744                                                                                                            
TX	4829348	02410582	George West city	25	A	5019549	0	1.938	0.	28.33	-98.118304                                                                                                                           
TX	4829384	02408292	Geronimo CDP	57	S	20692436	0	7.989	0.	29.672832	-97.968647                                                                                                                          
TX	4829408	02410586	Gholson city	25	A	21658217	239245	8.362	0.092	31.705571	-97.238008                                                                                                                  
TX	4829432	02410587	Giddings city	25	A	13666417	79152	5.277	0.031	30.183667	-96.928029                                                                                                                  
TX	4829564	02410590	Gilmer city	25	A	9816734	25530	3.79	0.01	32.732275	-94.945776                                                                                                                       
TX	4829612	02408294	Girard CDP	57	S	3759285	0	1.451	0.	33.3635	-100.659691                                                                                                                              
TX	4829660	02410592	Gladewater city	25	A	29957512	1364206	11.567	0.527	32.542547	-94.947137                                                                                                             
TX	4829732	02805788	Glazier CDP	57	S	3324828	0	1.284	0.	36.013681	-100.270188                                                                                                                           
TX	4829840	02410602	Glenn Heights city	25	A	18834083	7593	7.272	0.003	32.5513	-96.854388                                                                                                                
TX	4829876	02410595	Glen Rose city	25	A	10364937	37034	4.002	0.014	32.246824	-97.748052                                                                                                                 
TX	4829912	02586934	Glidden CDP	57	S	2576260	28598	0.995	0.011	29.697296	-96.587452                                                                                                                     
TX	4829972	02410607	Godley city	25	A	10015286	45740	3.867	0.018	32.458882	-97.532908                                                                                                                    
TX	4830044	02410613	Goldsmith city	25	A	838862	0	0.324	0.	31.983325	-102.616381                                                                                                                         
TX	4830056	02410614	Goldthwaite city	25	A	5229481	120753	2.019	0.047	31.450806	-98.57352                                                                                                                
TX	4830080	02410615	Goliad city	25	A	4054148	11260	1.565	0.004	28.671131	-97.392595                                                                                                                     
TX	4830092	02410616	Golinda city	25	A	10793639	107928	4.167	0.042	31.367886	-97.071091                                                                                                                  
TX	4830116	02410618	Gonzales city	25	A	15748329	0	6.08	0.	29.512549	-97.447205                                                                                                                          
TX	4830188	02410620	Goodlow city	25	A	2649384	10271	1.023	0.004	32.108424	-96.215601                                                                                                                    
TX	4830224	02410621	Goodrich city	25	A	1825606	0	0.705	0.	30.609276	-94.946624                                                                                                                          
TX	4830272	02410623	Gordon city	25	A	2511284	0	0.97	0.	32.545546	-98.367183                                                                                                                             
TX	4830296	02410624	Goree city	25	A	3754946	0	1.45	0.	33.467965	-99.523621                                                                                                                              
TX	4830308	02410625	Gorman city	25	A	4255988	0	1.643	0.	32.213538	-98.672077                                                                                                                            
TX	4830380	02410627	Graford city	25	A	1860492	0	0.718	0.	32.937415	-98.247505                                                                                                                           
TX	4830392	02410628	Graham city	25	A	14496211	67320	5.597	0.026	33.100881	-98.577806                                                                                                                    
TX	4830416	02410629	Granbury city	25	A	44622261	2033229	17.229	0.785	32.432805	-97.775149                                                                                                               
TX	4830440	02412703	Grandfalls town	43	A	1398271	0	0.54	0.	31.340494	-102.854463                                                                                                                        
TX	4830464	02410632	Grand Prairie city	25	A	187572165	23047878	72.422	8.899	32.686108	-97.020804                                                                                                        
TX	4830476	02410633	Grand Saline city	25	A	5430016	50201	2.097	0.019	32.678138	-95.711613                                                                                                               
TX	4830512	02410637	Grandview city	25	A	5116915	1169	1.976	0.	32.268383	-97.178948                                                                                                                      
TX	4830548	02410639	Granger city	25	A	1727158	3312	0.667	0.001	30.718294	-97.441141                                                                                                                     
TX	4830560	02805823	Grangerland CDP	57	S	4377266	0	1.69	0.	30.253868	-95.33012                                                                                                                          
TX	4830584	02410644	Granite Shoals city	25	A	18297752	2951573	7.065	1.14	30.588757	-98.367316                                                                                                           
TX	4830608	02410645	Granjeno city	25	A	786192	0	0.304	0.	26.137061	-98.303355                                                                                                                           
TX	4830629	02408321	Grape Creek CDP	57	S	40552654	0	15.657	0.	31.581676	-100.54737                                                                                                                      
TX	4830632	02410649	Grapeland city	25	A	6675900	26943	2.578	0.01	31.493976	-95.47753                                                                                                                    
TX	4830644	02410650	Grapevine city	25	A	83299265	9536171	32.162	3.682	32.934969	-97.075912                                                                                                              
TX	4830752	02413555	Grays Prairie village	47	A	3169940	0	1.224	0.	32.47342	-96.350229                                                                                                                   
TX	4830890	02408331	Green Valley Farms CDP	57	S	9990149	271790	3.857	0.105	26.120698	-97.564797                                                                                                         
TX	4830920	02410660	Greenville city	25	A	83622735	2124101	32.287	0.82	33.111939	-96.110256                                                                                                              
TX	4831064	02410662	Gregory city	25	A	3950285	0	1.525	0.	27.923239	-97.290924                                                                                                                           
TX	4831100	02410664	Grey Forest city	25	A	1883469	2906	0.727	0.001	29.615672	-98.68325                                                                                                                  
TX	4831280	02410666	Groesbeck city	25	A	11246912	91865	4.342	0.035	31.525623	-96.528061                                                                                                                 
TX	4831292	02412711	Groom town	43	A	1927510	567	0.744	0.	35.207651	-101.105533                                                                                                                          
TX	4831328	02410669	Groves city	25	A	13502438	37184	5.213	0.014	29.945971	-93.916656                                                                                                                    
TX	4831340	02410670	Groveton city	25	A	6691154	83389	2.583	0.032	31.057019	-95.12637                                                                                                                    
TX	4831412	02410671	Gruver city	25	A	2852696	0	1.101	0.	36.260494	-101.407122                                                                                                                           
TX	4831442	02584646	Guadalupe Guerra CDP	57	S	38053	0	0.015	0.	26.410816	-99.081881                                                                                                                     
TX	4831484	02408342	Guerra CDP	57	S	540666	0	0.209	0.	26.882582	-98.894882                                                                                                                              
TX	4831592	02410673	Gun Barrel City city	25	A	16196863	959171	6.254	0.37	32.328248	-96.131762                                                                                                           
TX	4831616	02410676	Gunter city	25	A	50290505	333650	19.417	0.129	33.416309	-96.820799                                                                                                                  
TX	4831628	02412715	Gustine town	43	A	2370798	0	0.915	0.	31.845689	-98.402529                                                                                                                           
TX	4831640	02584647	Guthrie CDP	57	S	4607602	6169	1.779	0.002	33.622594	-100.328433                                                                                                                     
TX	4831646	02584648	Gutierrez CDP	57	S	133406	0	0.052	0.	26.340527	-98.63289                                                                                                                            
TX	4831715	02412717	Hackberry town	43	A	1758470	7589	0.679	0.003	33.149748	-96.918313                                                                                                                   
TX	4831820	02410684	Hale Center city	25	A	3720728	0	1.437	0.	34.066107	-101.84626                                                                                                                       
TX	4831868	02410687	Hallettsville city	25	A	7083329	0	2.735	0.	29.4431	-96.943548                                                                                                                       
TX	4831880	02410688	Hallsburg city	25	A	7036120	143063	2.717	0.055	31.536296	-96.945694                                                                                                                 
TX	4831904	02410689	Hallsville city	25	A	10338286	12530	3.992	0.005	32.499328	-94.567896                                                                                                                
TX	4831928	02410691	Haltom City city	25	A	31988456	68115	12.351	0.026	32.817698	-97.271152                                                                                                              
TX	4831952	02410693	Hamilton city	25	A	8978980	167570	3.467	0.065	31.700387	-98.119669                                                                                                                  
TX	4831964	02410695	Hamlin city	25	A	13694065	27257	5.287	0.011	32.889987	-100.1325                                                                                                                     
TX	4832012	02805797	Hamshire CDP	57	S	7705810	30115	2.975	0.012	29.854808	-94.320712                                                                                                                    
TX	4832156	02412726	Happy town	43	A	2748251	0	1.061	0.	34.741581	-101.857144                                                                                                                            
TX	4832240	02410699	Hardin city	25	A	6713592	0	2.592	0.	30.149233	-94.737749                                                                                                                            
TX	4832246	02805791	Harding Gill Tract CDP	57	S	2838555	0	1.096	0.	26.428363	-98.015374                                                                                                                 
TX	4832300	02586935	Hargill CDP	57	S	2214186	0	0.855	0.	26.442289	-98.014559                                                                                                                            
TX	4832312	02410701	Harker Heights city	25	A	40466261	123296	15.624	0.048	31.056708	-97.644221                                                                                                          
TX	4832372	02410703	Harlingen city	25	A	104294117	1301797	40.268	0.503	26.191204	-97.697383                                                                                                             
TX	4832456	02408352	Harper CDP	57	S	146522631	208592	56.573	0.081	30.2661	-99.272607                                                                                                                    
TX	4832552	02805850	Harrold CDP	57	S	10495538	62103	4.052	0.024	34.06757	-99.033091                                                                                                                     
TX	4832576	02410710	Hart city	25	A	1911988	9371	0.738	0.004	34.385754	-102.114988                                                                                                                       
TX	4832612	02408354	Hartley CDP	57	S	18046887	1488	6.968	0.001	35.898194	-102.396562                                                                                                                    
TX	4832684	02813639	Harwood town	43	I	1389984	6559	0.537	0.003	29.666569	-97.501292                                                                                                                     
TX	4832696	02410712	Haskell city	25	A	9318043	0	3.598	0.	33.159775	-99.732032                                                                                                                           
TX	4832720	02410713	Haslet city	25	A	23283440	45039	8.99	0.017	32.966518	-97.337825                                                                                                                     
TX	4832792	02408356	Havana CDP	57	S	2097524	7514	0.81	0.003	26.25219	-98.510974                                                                                                                         
TX	4832810	02410717	Hawk Cove city	25	A	952587	0	0.368	0.	32.883973	-96.083273                                                                                                                          
TX	4832816	02410718	Hawkins city	25	A	5712517	36687	2.206	0.014	32.591384	-95.203306                                                                                                                    
TX	4832840	02410719	Hawley city	25	A	7588852	19129	2.93	0.007	32.606696	-99.810163                                                                                                                      
TX	4832906	02410723	Hays city	25	A	577896	0	0.223	0.	30.121506	-97.872411                                                                                                                               
TX	4832910	02584649	H. Cuellar Estates CDP	57	S	35616	0	0.014	0.	26.561135	-99.125787                                                                                                                   
TX	4832972	02410728	Hearne city	25	A	10671420	8646	4.12	0.003	30.877062	-96.595217                                                                                                                      
TX	4832978	02805801	Heartland CDP	57	S	8626314	131130	3.331	0.051	32.67216	-96.455762                                                                                                                   
TX	4832984	02410729	Heath city	25	A	32011517	449667	12.36	0.174	32.853507	-96.463641                                                                                                                    
TX	4833008	02408366	Hebbronville CDP	57	S	16784576	0	6.481	0.	27.324984	-98.685665                                                                                                                      
TX	4833020	02412742	Hebron town	43	A	694606	1447	0.268	0.001	33.046186	-96.887136                                                                                                                       
TX	4833044	02410732	Hedley city	25	A	1851085	0	0.715	0.	34.867384	-100.65905                                                                                                                            
TX	4833068	02410733	Hedwig Village city	25	A	2470852	0	0.954	0.	29.779867	-95.519203                                                                                                                    
TX	4833092	02408370	Heidelberg CDP	57	S	6838880	0	2.641	0.	26.182783	-97.885899                                                                                                                         
TX	4833146	02410736	Helotes city	25	A	17946631	11171	6.929	0.004	29.57797	-98.68054                                                                                                                     
TX	4833188	02410739	Hemphill city	25	A	6575470	24018	2.539	0.009	31.3433	-93.851913                                                                                                                     
TX	4833200	02410740	Hempstead city	25	A	16996865	26796	6.563	0.01	30.100601	-96.07773                                                                                                                   
TX	4833212	02410742	Henderson city	25	A	31063436	233533	11.994	0.09	32.157256	-94.795898                                                                                                                
TX	4833284	02410743	Henrietta city	25	A	13224292	263490	5.106	0.102	33.814307	-98.192773                                                                                                                
TX	4833320	02410747	Hereford city	25	A	16378837	0	6.324	0.	34.822603	-102.400159                                                                                                                        
TX	4833356	02408377	Hermleigh CDP	57	S	23438737	1238	9.05	0.	32.640775	-100.750485                                                                                                                      
TX	4833428	02410752	Hewitt city	25	A	17838223	14990	6.887	0.006	31.451248	-97.193315                                                                                                                    
TX	4833476	02412749	Hickory Creek town	43	A	12679820	232064	4.896	0.09	33.110852	-97.034729                                                                                                             
TX	4833548	02410754	Hico city	25	A	4723705	2209	1.824	0.001	31.98511	-98.028405                                                                                                                         
TX	4833560	02410755	Hidalgo city	25	A	21619918	294529	8.347	0.114	26.108943	-98.24616                                                                                                                   
TX	4833578	02410757	Hideaway city	25	A	5349929	943964	2.066	0.364	32.494654	-95.45651                                                                                                                   
TX	4833608	02410758	Higgins city	25	A	2871996	0	1.109	0.	36.120995	-100.027432                                                                                                                          
TX	4833794	02410761	Highland Haven city	25	A	1142850	267427	0.441	0.103	30.607149	-98.39522                                                                                                             
TX	4833824	02412750	Highland Park town	43	A	5809596	0	2.243	0.	32.831056	-96.801235                                                                                                                     
TX	4833836	02408385	Highlands CDP	57	S	12642752	4253787	4.881	1.642	29.812869	-95.057826                                                                                                                
